1	5.0
1	174.0
2	45.0
1	71.0
1	45.0
1	2.0
1	115.0
1	2.0
1	7.0
2	40.0
1	1.0
1	11.0
1	53.0
1	45.0
1	10.0
2	8.0
1	72.0
1	7.0
1	31.0
1	28.0
1	42.0
1	1.0
1	10.0
1	1.0
1	57.0
1	93.0
1	190.0
1	95.0
1	119.0
1	3.0
1	54.0
1	21.0
1	84.0
1	12.0
1	1.0
1	3.0
1	11.0
1	18.0
1	1.0
1	13.0
1	10.0
1	3.0
1	1.0
1	1.0
1	161.0
1	1.0
4	8.0
1	7.0
1	102.0
1	1.0
1	61.0
1	10.0
1	99.0
1	23.0
1	1.0
1	137.0
2	3.0
1	22.0
1	2.0
1	2.0
1	227.0
2	2.0
1	23.0
1	3.0
1	72.0
1	6.0
1	72.0
1	14.0
1	38.0
1	2.0
1	168.0
1	2.0
1	933.0
1	3.0
1	4.0
1	80.0
1	9.0
1	152.0
2	6.0
1	53.0
1	92.0
2	5.0
1	83.0
1	59.0
1	11.0
1	3.0
1	84.0
1	7.0
1	23.0
1	5.0
1	11.0
1	54.0
1	1.0
1	45.0
1	72.0
1	6.0
1	18.0
1	103.0
1	232.0
1	110.0
1	6.0
1	67.0
1	179.0
1	3.0
1	3.0
1	32.0
1	72.0
1	422.0
1	6.0
1	35.0
5	42.0
1	16.0
1	77.0
3	39.0
1	96.0
1	7.0
1	5.0
1	4.0
1	93.0
1	29.0
1	72.0
1	3.0
1	10.0
1	3.0
2	17.0
1	50.0
1	33.0
5	11.0
1	44.0
1	6.0
1	63.0
1	6.0
1	1.0
1	3.0
1	9.0
1	2.0
1	249.0
1	10.0
1	1.0
2	6.0
1	2.0
1	4.0
1	58.0
1	15.0
1	98.0
1	1.0
1	27.0
1	76.0
1	20.0
1	2.0
1	1.0
1	33.0
1	9.0
1	3.0
1	276.0
1	5.0
1	38.0
1	7.0
1	51.0
1	2.0
1	1.0
1	9.0
1	29.0
1	30.0
1	4.0
1	1.0
1	89.0
1	9.0
1	422.0
1	18.0
1	1.0
1	168.0
1	933.0
1	105.0
1	33.0
1	7.0
1	4.0
1	6.0
1	2.0
1	6.0
1	2.0
1	34.0
1	1.0
1	2.0
1	5.0
1	98.0
1	63.0
1	19.0
2	12.0
1	8.0
1	933.0
1	1.0
1	2.0
1	5.0
1	23.0
1	80.0
1	58.0
1	10.0
1	303.0
1	7.0
1	3.0
1	197.0
1	422.0
1	86.0
1	408.0
1	29.0
1	5.0
1	38.0
1	1.0
1	179.0
1	33.0
1	12.0
1	6.0
1	86.0
1	276.0
1	2.0
1	12.0
2	159.0
1	28.0
1	11.0
2	87.0
1	53.0
1	7.0
1	66.0
1	2.0
2	72.0
1	3.0
1	8.0
1	100.0
1	50.0
1	29.0
1	1.0
1	1.0
1	1.0
1	197.0
3	86.0
2	31.0
1	334.0
1	190.0
1	9.0
1	21.0
1	75.0
1	9.0
1	3.0
1	95.0
1	4.0
1	34.0
1	89.0
1	5.0
2	13.0
1	9.0
1	98.0
1	1.0
1	31.0
1	38.0
1	13.0
1	108.0
1	4.0
1	2.0
4	11.0
1	21.0
1	30.0
1	2.0
1	24.0
1	50.0
1	8.0
1	1.0
1	5.0
1	68.0
1	17.0
2	41.0
1	13.0
1	2.0
1	55.0
1	5.0
1	1.0
2	127.0
1	26.0
1	3.0
1	139.0
1	7.0
1	92.0
1	1.0
1	22.0
1	2.0
1	2.0
1	27.0
1	7.0
1	17.0
1	21.0
1	4.0
1	38.0
1	2.0
1	3.0
1	17.0
1	76.0
4	107.0
2	12.0
1	422.0
1	35.0
1	478.0
6	16.0
1	119.0
1	13.0
1	5.0
1	3.0
2	20.0
1	8.0
1	9.0
1	10.0
1	9.0
1	422.0
1	72.0
1	71.0
1	1.0
1	16.0
1	13.0
1	32.0
4	34.0
2	2.0
1	213.0
1	106.0
1	7.0
1	933.0
1	334.0
1	667.0
2	38.0
1	12.0
1	1.0
1	19.0
5	9.0
1	2.0
2	5.0
1	4.0
1	8.0
1	1.0
2	86.0
1	69.0
1	9.0
1	13.0
1	36.0
1	174.0
1	1.0
1	65.0
2	6.0
1	1.0
1	39.0
1	48.0
2	5.0
1	478.0
1	18.0
1	1.0
1	48.0
2	86.0
1	1.0
1	58.0
1	3.0
3	18.0
1	933.0
1	58.0
1	22.0
1	1.0
1	18.0
1	1.0
1	86.0
1	140.0
1	91.0
1	95.0
1	5.0
1	89.0
1	52.0
1	667.0
1	38.0
1	498.0
1	6.0
1	9.0
1	5.0
3	31.0
1	3.0
4	21.0
1	4.0
1	54.0
1	32.0
3	71.0
1	10.0
1	4.0
1	933.0
1	11.0
1	24.0
2	148.0
1	2.0
1	2.0
1	1.0
1	7.0
1	13.0
1	1.0
1	88.0
1	161.0
6	22.0
1	249.0
1	2.0
1	110.0
1	4.0
1	132.0
1	12.0
1	42.0
1	89.0
1	108.0
5	24.0
1	9.0
1	14.0
1	3.0
1	100.0
1	110.0
1	2.0
1	6.0
1	102.0
1	54.0
1	42.0
1	1.0
1	8.0
1	9.0
1	25.0
1	110.0
1	62.0
1	7.0
1	933.0
1	5.0
1	1.0
1	4.0
1	26.0
1	1.0
1	25.0
1	17.0
1	17.0
1	96.0
1	1.0
1	3.0
1	667.0
2	2.0
1	7.0
1	8.0
3	53.0
4	69.0
5	19.0
1	7.0
1	1.0
1	2.0
1	34.0
1	27.0
1	6.0
1	52.0
1	933.0
1	296.0
4	21.0
1	6.0
1	30.0
1	4.0
1	30.0
1	2.0
1	8.0
1	3.0
1	12.0
1	1.0
1	47.0
1	249.0
1	3.0
2	137.0
1	2.0
1	9.0
1	99.0
1	303.0
1	9.0
1	7.0
1	98.0
1	1.0
1	68.0
1	34.0
1	4.0
1	7.0
1	146.0
1	81.0
1	1.0
1	29.0
2	11.0
1	68.0
1	933.0
2	4.0
1	7.0
1	3.0
1	116.0
1	59.0
1	8.0
2	1.0
1	2.0
1	1.0
1	92.0
1	49.0
1	255.0
2	24.0
1	9.0
1	6.0
2	97.0
1	16.0
1	255.0
1	17.0
1	32.0
1	1.0
1	1.0
1	242.0
1	8.0
1	28.0
1	40.0
1	498.0
1	24.0
1	2.0
1	1.0
2	59.0
1	18.0
2	1.0
1	26.0
1	4.0
1	16.0
1	12.0
1	1.0
2	9.0
1	1.0
1	2.0
1	162.0
1	4.0
1	4.0
1	478.0
1	422.0
1	3.0
1	149.0
2	38.0
1	41.0
3	68.0
1	14.0
1	2.0
1	933.0
1	2.0
1	27.0
1	32.0
1	107.0
1	77.0
1	2.0
1	17.0
2	541.0
1	3.0
1	1.0
1	1.0
1	84.0
3	3.0
1	132.0
3	44.0
1	10.0
1	109.0
1	33.0
1	29.0
1	78.0
1	70.0
1	161.0
1	151.0
1	8.0
1	3.0
1	17.0
1	2.0
1	334.0
1	93.0
1	3.0
1	4.0
1	6.0
1	42.0
2	41.0
1	8.0
1	102.0
2	95.0
1	3.0
1	10.0
1	70.0
1	4.0
1	13.0
1	8.0
1	30.0
1	2.0
1	89.0
1	1.0
1	2.0
1	1.0
1	42.0
1	17.0
1	108.0
1	51.0
1	52.0
1	79.0
1	933.0
2	79.0
1	2.0
1	4.0
1	55.0
1	10.0
1	9.0
1	99.0
1	408.0
1	1.0
1	7.0
1	2.0
2	62.0
2	11.0
1	8.0
2	30.0
1	3.0
1	94.0
1	25.0
1	5.0
1	1.0
1	219.0
1	46.0
1	15.0
1	27.0
1	86.0
1	1.0
1	170.0
1	23.0
1	26.0
1	1.0
1	38.0
1	139.0
1	37.0
1	110.0
1	197.0
1	10.0
1	194.0
1	27.0
1	3.0
1	1.0
1	16.0
1	4.0
2	28.0
1	62.0
1	131.0
1	667.0
1	29.0
1	5.0
1	76.0
1	1.0
1	43.0
1	68.0
1	219.0
3	61.0
1	24.0
1	1.0
1	1.0
1	4.0
1	296.0
1	9.0
1	933.0
1	22.0
1	3.0
1	8.0
1	139.0
1	110.0
1	27.0
1	17.0
1	3.0
1	3.0
1	1.0
1	933.0
1	98.0
3	36.0
1	1.0
1	48.0
1	1.0
1	10.0
1	5.0
1	92.0
1	12.0
1	35.0
1	7.0
1	8.0
1	13.0
1	5.0
1	1.0
5	6.0
3	80.0
1	19.0
1	44.0
1	2.0
1	1.0
1	3.0
2	66.0
1	49.0
1	11.0
1	5.0
1	1.0
1	33.0
1	5.0
1	1.0
1	2.0
1	2.0
1	97.0
1	17.0
1	103.0
1	422.0
1	10.0
1	44.0
1	15.0
1	2.0
1	140.0
1	9.0
1	32.0
2	1.0
1	30.0
1	13.0
1	57.0
1	6.0
1	276.0
1	334.0
1	1.0
1	4.0
1	8.0
1	97.0
1	13.0
1	3.0
1	13.0
1	4.0
2	8.0
1	5.0
1	26.0
1	32.0
1	303.0
1	498.0
1	1.0
1	498.0
1	84.0
1	2.0
1	2.0
4	30.0
1	933.0
1	81.0
2	78.0
1	20.0
1	5.0
1	6.0
1	9.0
1	498.0
1	1.0
1	3.0
1	17.0
1	2.0
1	9.0
1	38.0
1	10.0
1	13.0
1	194.0
2	37.0
1	21.0
1	1.0
3	25.0
1	8.0
1	8.0
10	32.0
1	9.0
1	6.0
1	223.0
2	5.0
1	13.0
1	422.0
1	22.0
1	83.0
1	303.0
1	4.0
1	29.0
1	4.0
1	50.0
2	5.0
1	2.0
1	5.0
1	72.0
1	63.0
1	4.0
1	2.0
1	667.0
1	89.0
3	12.0
1	1.0
1	277.0
3	41.0
1	1.0
1	89.0
1	1.0
2	73.0
1	70.0
1	4.0
1	83.0
1	102.0
1	6.0
1	8.0
1	110.0
1	78.0
1	5.0
1	1.0
2	179.0
1	1.0
2	4.0
1	77.0
1	89.0
1	179.0
1	3.0
2	33.0
1	8.0
1	213.0
2	214.0
1	117.0
1	3.0
1	36.0
1	35.0
1	8.0
1	72.0
1	2.0
